StopID,Route,DailyBoard
1928,38,2.19
1935,3,1.17
1935,4,2.35
1935,10,0.33
1936,2,6.68
1938,6,42.29
1944,5,5.19
1944,10,17.86
1944,27,3
1949,5,1.84
1949,27,0.17
1959,3,5.85
1959,4,2.35
1959,10,0.17
1959,38,0.17
1961,3,0.67
1966,2,31.91
1966,5,7.2
1968,2,7.35
1968,28,8
1973,4,3.52
1975,5,2.85
1975,14,0.67
1975,15,0.17
1986,5,2.01
1986,10,5.17
1986,27,4.5
1995,3,1.34
1995,38,1.35
1996,2,23.06
1996,5,6.69
1996,10,26.37
1996,27,0.17
1996,28,39.18
1996,81,4.84
1998,38,9.92
2003,81,7.17
2007,11,1.17
2007,28,12.51
2007,38,16.65
2007,44,2.5
2007,80,65.27
2014,80,97.16
2018,80,13.52
2018,84,3.5
2023,80,150.24
2026,80,19.7
2027,80,7.35
2034,80,90.98
2039,80,90.48
2041,80,7.01
2048,80,110.01
2050,80,16.69
2053,80,5.51
2054,80,179.95
2061,80,63.77
2064,81,68.86
2071,80,31.22
2076,80,28.88
2082,80,236.38
2088,11,5.33
2088,38,0.17
2088,80,11.18
2091,11,1
2091,28,39.35
2091,38,36.32
2091,44,32.51
2091,80,219.85
2100,2,12.7
2100,10,0.33
2100,15,4.03
2100,56,0.83
2100,57,3.67
2101,2,72.85
2101,10,161.25
2101,15,44.87
2101,37,3.19
2101,56,27.83
2101,57,32
2105,3,10.36
2105,58,3.68
2109,14,12
2111,6,34.43
2112,3,2.34
2115,6,2.84
2115,11,0.17
2119,3,5.02
2119,58,3.51
2121,2,28.74
2121,56,13.33
2121,57,10.17
2125,2,132.83
2125,10,69.44
2125,28,1.5
2125,38,1.35
2125,80,67.61
2131,2,22.22
2131,10,16.69
2131,28,15.01
2131,38,17.32
2133,6,13.04
2134,6,0.17
2135,19,5.02
2137,6,7.52
2138,2,0.67
2138,14,0.83
2138,56,0.17
2138,57,0.33
2145,11,17.5
2145,28,43.85
2145,38,30.6
2145,44,10
2145,80,318.01
2146,2,35.09
2146,10,39.56
2146,19,0.84
2146,37,0.84
2146,48,0.17
2153,14,5
2160,67,7.53
2161,6,7.69
2161,18,0.17
2162,14,0.67
2164,6,8.52
2169,6,11.37
2169,11,1.17
2171,14,11.17
2173,19,4.35
2174,6,0.17
2175,2,86.38
2175,10,205.48
2175,15,46.38
2175,37,1.85
2175,56,33.67
2175,57,27.5
2177,14,4
2182,6,0.33
2182,18,0.17
2183,14,2.5
2184,2,9.86
2184,10,0.5
2184,15,2.35
2187,18,0.34
2191,2,89.05
2191,10,94.81
2191,11,7.83
2191,12,3.34
2191,15,45.2
2191,28,4.67
2191,37,0.34
2191,56,5.17
2191,57,12.17
2191,70,24.22
2191,71,8.44
2191,72,12.6
2192,2,26.23
2192,10,47.74
2192,48,0.17
2193,70,0.84
2193,71,1.01
2193,72,0.68
2195,11,40.67
2195,28,46.85
2195,38,43.88
2195,44,13.17
2195,80,833.83
2197,70,1
2197,71,0.51
2197,72,0.51
2199,2,5.01
2200,10,11.02
2200,12,0.17
2200,15,10.25
2200,28,0.17
2200,56,2.67
2200,57,1
2200,70,8.85
2200,71,3.55
2200,72,5.96
2201,2,12.7
2201,14,10
2201,56,6.83
2201,57,3.67
2205,15,28.57
2206,14,0.17
2212,3,0.33
2220,15,1.34
2222,6,2.01
2222,18,0.84
2224,3,0.17
2224,58,0.17
2225,12,0.67
2225,28,0.33
2226,6,0.17
2228,14,0.5
2230,70,9.19
2230,71,8.27
2230,72,13.11
2231,6,5.52
2233,6,1
2236,15,0.34
2239,19,2.85
2240,80,0.83
2240,84,2.67
2246,6,0.33
2249,2,8.86
2250,6,1
2253,3,7.19
2253,58,4.02
2255,3,61.52
2255,58,10.54
2263,6,16.05
2264,14,1.5
2265,3,6.69
2265,58,4.02
2266,2,2
2266,10,1.17
2266,15,1.01
2266,70,0.5
2267,11,14.5
2267,28,74.2
2267,38,58.01
2267,44,15.17
2267,80,607.64
2270,2,7.52
2270,10,2.34
2270,11,0.33
2270,15,3.19
2270,28,0.33
2270,56,2
2270,57,0.33
2270,70,1
2270,71,1.01
2270,72,3.23
2274,6,0.67
2274,18,0.17
2278,14,0.17
2279,19,10.38
2282,10,0.17
2282,15,1.68
2306,19,5.36
2316,6,0.17
2320,6,0.17
2323,6,6.52
2324,18,0.51
2324,50,3.52
2324,51,0.83
2324,56,0.17
2324,57,0.83
2325,6,5.68
2337,11,5.83
2344,6,0.17
2349,2,194.65
2349,10,140.88
2349,28,94.71
2349,38,83.56
2349,80,486.78
2357,3,6.69
2357,58,2.18
2359,70,3.17
2359,71,2.19
2359,72,3.41
2362,2,3.84
2362,11,0.17
2370,12,1
2370,15,1.34
2370,28,0.67
2370,70,2.17
2370,71,3.21
2370,72,3.75
2374,6,0.5
2376,2,17.88
2376,10,10.02
2376,15,3.19
2376,56,1.17
2376,57,1.33
2377,6,13.37
2379,3,5.85
2383,50,4.03
2383,51,0.5
2383,56,0.5
2383,57,0.33
2383,58,0.5
2387,6,10.2
2388,3,2.84
2388,19,0.5
2389,3,58.84
2389,58,10.38
2390,6,0.17
2392,70,12.19
2392,71,12.49
2392,72,17.37
2393,2,4.51
2393,10,1
2393,44,1
2395,2,28.4
2395,10,77.79
2395,15,17.64
2395,37,1.85
2397,10,15.69
2397,15,1.85
2398,10,15.36
2401,2,13.37
2401,12,2.5
2401,28,1.17
2401,56,3
2401,57,1
2404,70,14.2
2404,71,14.35
2404,72,21.45
2417,6,12.7
2417,18,0.17
2431,6,2.01
2433,3,20.73
2433,58,6.03
2435,6,5.68
2442,11,9.67
2442,28,3.83
2442,38,4.2
2442,44,0.33
2442,80,143.06
2442,84,21.5
2443,11,4.67
2443,37,2.52
2449,14,4.33
2465,10,31.38
2465,11,10.83
2465,12,7.34
2465,14,27.51
2465,15,38.65
2465,37,1.51
2465,56,3
2465,57,4.5
2465,70,8.52
2465,71,9.46
2465,72,17.2
2470,6,1
2473,2,58.48
2473,10,47.91
2473,28,62.53
2473,38,41.19
2476,18,3.38
2477,14,12.84
2487,14,11.34
2488,6,0.17
2491,11,4.67
2494,14,15.67
2496,6,0.84
2497,3,12.7
2497,58,4.52
2500,2,19.55
2501,2,76.36
2503,19,11.55
2505,3,18.56
2505,19,13.22
2505,58,6.86
2509,12,0.33
2509,28,0.17
2513,12,0.17
2513,15,5.21
2517,19,8.2
2519,6,11.53
2519,11,5.83
2522,18,5.24
2522,50,8.89
2522,51,1.5
2522,52,1.85
2522,55,3.03
2522,56,1.83
2522,57,1.83
2522,58,1.67
2524,3,11.03
2524,58,2.68
2532,14,0.67
2535,14,4.84
2538,6,0.17
2559,19,4.69
2561,1,2.34
2561,2,50.12
2561,10,28.04
2561,37,23.49
2561,48,2.5
2562,14,0.83
2566,3,2.67
2566,58,0.33
2576,2,20.38
2576,10,6.18
2576,28,1
2576,38,0.67
2593,3,4.18
2593,58,1.51
2595,2,50.12
2595,10,59.42
2595,11,6.83
2595,12,1.33
2595,15,33.61
2595,28,1.83
2595,37,0.5
2595,70,8.18
2597,3,9.86
2597,58,4.69
2601,10,7.51
2603,14,6.5
2605,1,10.87
2605,2,102.92
2605,10,70.44
2605,37,66.27
2605,48,2.33
2608,3,5.85
2608,58,2.34
2615,6,8.19
2615,18,0.17
2617,15,20.84
2620,2,96.57
2620,10,44.57
2620,28,1.17
2620,38,1.85
2624,19,0.17
2625,6,4.68
2625,11,1
2630,12,1.17
2630,28,0.17
2634,18,0.84
2637,11,10
2637,14,29.18
2638,6,2.17
2639,14,3.5
2640,19,0.67
2641,11,2.83
2641,14,9.84
2643,2,16.71
2643,10,19.03
2643,11,4.67
2643,44,4
2643,48,0.17
2647,6,15.54
2659,6,12.87
2663,14,15.84
2665,18,1.18
2665,50,4.03
2665,51,1.17
2665,52,1.51
2665,56,0.5
2665,57,0.17
2669,2,1
2670,2,0.5
2670,56,0.67
